0.429146	0.464003	0.627513
0.4107	0.476909	0.641247
0.423744	0.439506	0.634859
0.449915	0.449313	0.611365
0.428552	0.49099	0.620384
0.409901	0.500737	0.634792
0.406133	0.455323	0.647844
0.443566	0.421562	0.619515
0.449565	0.479836	0.603519
-0.548175	0.432511	0.5521200000000001
-0.527275	0.412964	0.571317
-0.536901	0.445364	0.565727
-0.564582	0.454397	0.532782
-0.56096	0.41788	0.536116
-0.53756	0.395812	0.5578689999999999
-0.518295	0.428077	0.582616
-0.551551	0.464783	0.548717
-0.57926	0.442523	0.514192
0.5082680000000001	0.403539	0.5508729999999999
0.490277	0.418606	0.57269
0.498894	0.367144	0.560696
0.525385	0.388588	0.528064
0.509015	0.443582	0.541548
0.490597	0.4558	0.563713
0.481913	0.384774	0.582116
0.514999	0.349821	0.5381860000000001
0.526594	0.431283	0.518478
-0.596753	0.37227	0.476014
-0.567313	0.343574	0.504267
-0.585768	0.387287	0.497714
-0.619391	0.404233	0.447348
-0.607171	0.357364	0.453315
-0.5762699999999999	0.326874	0.483251
-0.557996	0.36054	0.524102
-0.607263	0.417082	0.471021
-0.6307700000000001	0.391334	0.42284
0.422762	0.294206	0.591771
0.412022	0.316796	0.611341
0.384875	0.284492	0.600871
0.432755	0.272349	0.57085
0.455317	0.311495	0.58155
0.442026	0.332949	0.601834
0.377011	0.307682	0.6197279999999999
0.392086	0.262103	0.580605
0.467797	0.290666	0.55999
-0.448386	0.286722	0.573856
-0.403833	0.279733	0.589477
-0.446817	0.30763	0.589399
-0.491731	0.300035	0.554114
-0.45019	0.26642	0.556656
-0.402655	0.258952	0.573062
-0.405417	0.301168	0.6041339999999999
-0.487204	0.319998	0.570827
-0.496309	0.280595	0.53588
0.373407	0.390135	0.6561900000000001
0.361421	0.411827	0.666617
0.347736	0.383418	0.661967
0.386805	0.365644	0.643722
0.395316	0.401925	0.649484
0.380995	0.422227	0.660775
0.338474	0.405888	0.67162
0.358022	0.358065	0.650402
0.411386	0.378981	0.636024
-0.444486	0.374829	0.619547
-0.413951	0.370368	0.630726
-0.44439	0.394606	0.62539
-0.47445	0.383624	0.60567
-0.444857	0.352479	0.612205
-0.410617	0.34731	0.624654
-0.417129	0.390782	0.635456
-0.471171	0.402271	0.612998
-0.478407	0.362533	0.596648
0.258506	0.395888	0.669963
0.25913	0.416798	0.678517
0.228341	0.409915	0.668612
0.257616	0.372328	0.659724
0.28921	0.386422	0.6691589999999999
0.286358	0.408481	0.677827
0.232413	0.429145	0.677335
0.223585	0.388249	0.658212
0.292231	0.361559	0.658766
-0.331896	0.385372	0.644787
-0.311049	0.399124	0.642778
-0.344419	0.404315	0.648634
-0.35656	0.375703	0.643497
-0.317972	0.363984	0.639749
